Time (s);Measured Speed (RPM);Set Point (Slider);PWM Value
0.0;0.0;0;0.0
0.1;0.0;0;0.0
0.2;0.0;0;0.0
0.30000000000000004;0.0;0;0.0
0.4;0.0;0;0.0
0.5;0.0;0;0.0
0.6;0.0;0;0.0
0.7;0.0;0;0.0
0.7999999999999999;0.0;0;0.0
0.8999999999999999;0.0;0;0.0
0.9999999999999999;0.0;0;0.0
1.0999999999999999;0.0;56;8.883359253499224
1.2;0.0;447;70.90824261275272
1.3;9.999999999999998;741;117.54587869362364
1.4000000000000001;74.99999999999999;936;148.47900466562984
1.5000000000000002;165.0;1034;164.0248833592535
1.6000000000000003;272.5;1146;181.79160186625197
1.7000000000000004;390.0;1258;199.55832037325038
1.8000000000000005;535.0;1383;219.38724727838257
1.9000000000000006;665.0;1467;232.7122861586314
2.0000000000000004;805.0;1509;239.3748055987558
2.1000000000000005;962.5;1537;243.81648522550546
2.2000000000000006;1122.5;1537;243.81648522550546
2.3000000000000007;1272.5;1537;243.81648522550546
2.400000000000001;1365.0;1537;243.81648522550546
2.500000000000001;1427.5;1537;243.81648522550546
2.600000000000001;1450.0;1537;243.81648522550546
2.700000000000001;1485.0;1537;243.81648522550546
2.800000000000001;1475.0;1537;243.81648522550546
2.9000000000000012;1482.5;1537;243.81648522550546
3.0000000000000013;1502.5;1537;243.81648522550546
3.1000000000000014;1500.0;1537;243.81648522550546
3.2000000000000015;1500.0;1537;243.81648522550546
3.3000000000000016;1470.0;1537;243.81648522550546
3.4000000000000017;1449.9999999999998;1537;243.81648522550546
3.5000000000000018;1452.5;1537;243.81648522550546
3.600000000000002;1460.0;1537;243.81648522550546
3.700000000000002;1445.0;1537;243.81648522550546
3.800000000000002;1447.5;1537;243.81648522550546
3.900000000000002;1470.0;1537;243.81648522550546
4.000000000000002;1470.0;1537;243.81648522550546
4.100000000000001;1447.4999999999998;1537;243.81648522550546
4.200000000000001;1447.5;1537;243.81648522550546
4.300000000000001;1452.5;1537;243.81648522550546
4.4;1475.0;1607;254.92068429237946
4.5;1490.0;1607;254.92068429237946
4.6;1524.9999999999998;1607;254.92068429237946
4.699999999999999;1532.5;1607;254.92068429237946
4.799999999999999;1542.5;1607;254.92068429237946
4.899999999999999;1552.5;1607;254.92068429237946
4.999999999999998;1565.0;1607;254.92068429237946
5.099999999999998;1580.0;1607;254.92068429237946
5.1999999999999975;1590.0;1607;254.92068429237946
5.299999999999997;1595.0;1607;254.92068429237946
5.399999999999997;1580.0;1607;254.92068429237946
5.4999999999999964;1555.0;1607;254.92068429237946
5.599999999999996;1560.0;1607;254.92068429237946
5.699999999999996;1587.5;1607;254.92068429237946
5.799999999999995;1612.5;1607;254.92068429237946
5.899999999999995;1640.0;1607;254.92068429237946
5.999999999999995;1622.5;1607;254.92068429237946
6.099999999999994;1640.0;1607;254.92068429237946
