Time (s),Measured Speed (RPM),Set Point (Slider),PWM Value
54.90000000000051,0.0,699,110.88335925349922
55.00000000000051,45.0,824,130.71228615863143
55.10000000000051,147.5,936,148.47900466562984
55.200000000000514,252.5,992,157.36236391912908
55.300000000000516,380.0,1034,164.0248833592535
55.40000000000052,497.5,1062,168.4665629860031
55.50000000000052,617.5,1174,186.23328149300156
55.60000000000052,742.5,1286,204.0
55.70000000000052,875.0,1328,210.6625194401244
55.80000000000052,1007.5,1328,210.6625194401244
55.900000000000524,1160.0,1328,210.6625194401244
56.000000000000526,1272.5,1341,212.72472783825816
56.10000000000053,1305.0,1453,230.4914463452566
56.20000000000053,1355.0,1453,230.4914463452566
56.30000000000053,1367.5,1453,230.4914463452566
56.40000000000053,1387.5,1439,228.2706065318818
56.50000000000053,1405.0,1439,228.2706065318818
56.600000000000534,1435.0,1439,228.2706065318818
56.700000000000536,1465.0,1439,228.2706065318818
56.80000000000054,1470.0,1439,228.2706065318818
56.90000000000054,1455.0,1439,228.2706065318818
57.00000000000054,1435.0,1439,228.2706065318818
57.10000000000054,1437.5,1439,228.2706065318818
57.20000000000054,1442.5,1439,228.2706065318818
57.300000000000544,1440.0,1439,228.2706065318818
57.400000000000546,1462.5,1439,228.2706065318818
57.50000000000055,1487.5,1439,228.2706065318818
57.60000000000055,1492.5,1439,228.2706065318818
57.70000000000055,1467.4999999999998,1439,228.2706065318818
57.80000000000055,1492.4999999999998,1439,228.2706065318818
57.90000000000055,1517.5,1439,228.2706065318818
58.000000000000554,1542.4999999999998,1439,228.2706065318818
58.100000000000556,1567.4999999999998,1439,228.2706065318818
58.20000000000056,1545.0,1439,228.2706065318818
58.30000000000056,1545.0,1439,228.2706065318818
58.40000000000056,1547.5,1439,228.2706065318818
58.50000000000056,1547.5,1439,228.2706065318818
58.60000000000056,1525.0,1439,228.2706065318818
58.700000000000564,1542.5,1439,228.2706065318818
58.800000000000566,1517.5,1439,228.2706065318818
58.90000000000057,1517.5,1439,228.2706065318818
59.00000000000057,1485.0,1439,228.2706065318818
59.10000000000057,1460.0,1439,228.2706065318818
59.20000000000057,1485.0,1439,228.2706065318818
59.30000000000057,1510.0,1439,228.2706065318818
59.400000000000574,1502.5,1439,228.2706065318818
59.500000000000576,1500.0,1439,228.2706065318818
59.60000000000058,1525.0,1439,228.2706065318818
59.70000000000058,1510.0,1439,228.2706065318818
59.80000000000058,1535.0,1439,228.2706065318818
59.90000000000058,1535.0,1439,228.2706065318818
60.00000000000058,1545.0,1439,228.2706065318818
60.100000000000584,1540.0,1439,228.2706065318818
60.200000000000585,1540.0,1439,228.2706065318818
60.30000000000059,1507.5,1439,228.2706065318818
60.40000000000059,1515.0,1439,228.2706065318818
60.50000000000059,1510.0,1439,228.2706065318818
60.60000000000059,1502.5,1439,228.2706065318818
60.70000000000059,1500.0,1439,228.2706065318818
60.800000000000594,1500.0,1439,228.2706065318818
60.900000000000595,1492.5,1439,228.2706065318818
61.0000000000006,1492.5,1439,228.2706065318818
61.1000000000006,1492.5,1439,228.2706065318818
61.2000000000006,1460.0,1439,228.2706065318818
61.3000000000006,1467.5,1439,228.2706065318818
61.4000000000006,1462.5,1439,228.2706065318818
61.500000000000604,1445.0,1439,228.2706065318818
61.600000000000605,1430.0,1439,228.2706065318818
61.70000000000061,1432.5,1439,228.2706065318818
61.80000000000061,1432.5,1439,228.2706065318818
61.90000000000061,1410.0,1439,228.2706065318818
62.00000000000061,1427.5,1439,228.2706065318818
62.10000000000061,1457.5,1439,228.2706065318818
62.200000000000614,1465.0,1439,228.2706065318818
62.300000000000615,1465.0,1439,228.2706065318818
62.40000000000062,1432.5,1439,228.2706065318818
62.50000000000062,1432.5,1439,228.2706065318818
62.60000000000062,1450.0,1439,228.2706065318818
62.70000000000062,1467.5,1439,228.2706065318818
62.80000000000062,1460.0,1439,228.2706065318818
62.900000000000624,1490.0,1439,228.2706065318818
63.000000000000625,1470.0,1439,228.2706065318818
63.10000000000063,1465.0,1439,228.2706065318818
63.20000000000063,1455.0,1439,228.2706065318818
63.30000000000063,1480.0,1439,228.2706065318818
63.40000000000063,1502.5,1439,228.2706065318818
63.50000000000063,1520.0,1439,228.2706065318818
63.600000000000634,1512.5,1439,228.2706065318818
63.700000000000635,1492.5,1439,228.2706065318818
63.80000000000064,1500.0,1439,228.2706065318818
63.90000000000064,1477.5,1439,228.2706065318818
64.00000000000064,1477.5,1439,228.2706065318818
64.10000000000063,1500.0,1146,181.79160186625197
64.20000000000063,1525.0,349,55.36236391912909
64.30000000000062,1475.0,0,0.0
64.40000000000062,1342.5,0,0.0
64.50000000000061,1187.5,0,0.0
64.6000000000006,1037.5,0,0.0
64.7000000000006,900.0,0,0.0
64.8000000000006,737.5,0,0.0
