Time (s),Measured Speed (RPM),Set Point (Slider),PWM Value
54.70000000000051,1370.0,1425,226.049766718507
54.80000000000051,1367.5,1425,226.049766718507
54.90000000000051,1372.5,1425,226.049766718507
55.00000000000051,1390.0,1425,226.049766718507
55.10000000000051,1347.5,1425,226.049766718507
55.200000000000514,1320.0,1425,226.049766718507
55.300000000000516,1352.5,1425,226.049766718507
55.40000000000052,1357.5,1425,226.049766718507
55.50000000000052,1362.5,1425,226.049766718507
55.60000000000052,1370.0,1425,226.049766718507
55.70000000000052,1425.0,1425,226.049766718507
55.80000000000052,1427.5,1425,226.049766718507
55.900000000000524,1420.0,1425,226.049766718507
56.000000000000526,1442.5,1425,226.049766718507
56.10000000000053,1452.5,1425,226.049766718507
56.20000000000053,1442.5,1425,226.049766718507
56.30000000000053,1390.0,1425,226.049766718507
56.40000000000053,1412.5,1425,226.049766718507
56.50000000000053,1385.0,1425,226.049766718507
56.600000000000534,1420.0,1425,226.049766718507
56.700000000000536,1422.5,1425,226.049766718507
56.80000000000054,1450.0,1425,226.049766718507
56.90000000000054,1405.0,1425,226.049766718507
57.00000000000054,1430.0,1425,226.049766718507
57.10000000000054,1405.0,1425,226.049766718507
57.20000000000054,1385.0,1425,226.049766718507
57.300000000000544,1370.0,1425,226.049766718507
57.400000000000546,1397.5,1425,226.049766718507
57.50000000000055,1347.5,1425,226.049766718507
57.60000000000055,1350.0,1425,226.049766718507
57.70000000000055,1330.0,1425,226.049766718507
57.80000000000055,1327.5,1425,226.049766718507
57.90000000000055,1354.9999999999998,1425,226.049766718507
58.000000000000554,1392.5,1425,226.049766718507
58.100000000000556,1375.0,1425,226.049766718507
58.20000000000056,1400.0,1425,226.049766718507
58.30000000000056,1425.0,1425,226.049766718507
58.40000000000056,1405.0,1425,226.049766718507
58.50000000000056,1397.5,1425,226.049766718507
58.60000000000056,1425.0,1425,226.049766718507
58.700000000000564,1425.0,1425,226.049766718507
58.800000000000566,1422.5,1425,226.049766718507
58.90000000000057,1395.0,1425,226.049766718507
59.00000000000057,1410.0,1425,226.049766718507
59.10000000000057,1455.0,1425,226.049766718507
59.20000000000057,1487.5,1425,226.049766718507
59.30000000000057,1532.5,1425,226.049766718507
59.400000000000574,1620.0,1425,226.049766718507
59.500000000000576,1642.5,1425,226.049766718507
59.60000000000058,1605.0,1425,226.049766718507
59.70000000000058,1640.0,1425,226.049766718507
59.80000000000058,1637.5,1425,226.049766718507
59.90000000000058,1612.5,1425,226.049766718507
60.00000000000058,1587.5,1425,226.049766718507
60.100000000000584,1640.0,1425,226.049766718507
60.200000000000585,1605.0,1425,226.049766718507
60.30000000000059,1625.0,1425,226.049766718507
60.40000000000059,1630.0,1425,226.049766718507
60.50000000000059,1635.0,1425,226.049766718507
60.60000000000059,1582.5,1425,226.049766718507
60.70000000000059,1595.0,1425,226.049766718507
60.800000000000594,1572.5,1425,226.049766718507
60.900000000000595,1567.5,1425,226.049766718507
61.0000000000006,1582.5,1425,226.049766718507
61.1000000000006,1585.0,1425,226.049766718507
61.2000000000006,1550.0,1425,226.049766718507
61.3000000000006,1549.9999999999998,1425,226.049766718507
61.4000000000006,1522.5,1425,226.049766718507
61.500000000000604,1557.5,1425,226.049766718507
61.600000000000605,1562.5,1425,226.049766718507
61.70000000000061,1570.0,1425,226.049766718507
61.80000000000061,1560.0,1425,226.049766718507
61.90000000000061,1565.0,1425,226.049766718507
62.00000000000061,1510.0,1425,226.049766718507
62.10000000000061,1517.4999999999998,1425,226.049766718507
62.200000000000614,1492.5,1425,226.049766718507
62.300000000000615,1452.4999999999998,1425,226.049766718507
62.40000000000062,1460.0,1425,226.049766718507
62.50000000000062,1437.5,1425,226.049766718507
62.60000000000062,1392.5,1425,226.049766718507
62.70000000000062,1435.0,1425,226.049766718507
62.80000000000062,1465.0,1425,226.049766718507
62.900000000000624,1467.5,1425,226.049766718507
63.000000000000625,1485.0,1425,226.049766718507
63.10000000000063,1502.5,1425,226.049766718507
63.20000000000063,1497.5,1425,226.049766718507
63.30000000000063,1455.0,1425,226.049766718507
63.40000000000063,1430.0,1425,226.049766718507
63.50000000000063,1407.5,1425,226.049766718507
63.600000000000634,1427.5,1425,226.049766718507
63.700000000000635,1427.5,1425,226.049766718507
63.80000000000064,1475.0,1425,226.049766718507
63.90000000000064,1497.5,1425,226.049766718507
64.00000000000064,1510.0,1425,226.049766718507
64.10000000000063,1497.5,1425,226.049766718507
64.20000000000063,1480.0,1425,226.049766718507
64.30000000000062,1452.5,1425,226.049766718507
64.40000000000062,1427.5,1425,226.049766718507
64.50000000000061,1420.0,1425,226.049766718507
64.6000000000006,1390.0,1425,226.049766718507
