Time (s),Measured Speed (RPM),Set Point (Slider),PWM Value
65.10000000000058,467.5,489,77.57076205287713
65.20000000000057,477.5,489,77.57076205287713
65.30000000000057,472.5,489,77.57076205287713
65.40000000000056,480.0,489,77.57076205287713
65.50000000000055,475.0,489,77.57076205287713
65.60000000000055,482.5,489,77.57076205287713
65.70000000000054,487.5,489,77.57076205287713
65.80000000000054,487.5,489,77.57076205287713
65.90000000000053,495.0,489,77.57076205287713
66.00000000000053,515.0,489,77.57076205287713
66.10000000000052,505.0,489,77.57076205287713
66.20000000000051,502.5,489,77.57076205287713
66.30000000000051,492.5,489,77.57076205287713
66.4000000000005,485.0,489,77.57076205287713
66.5000000000005,467.5,489,77.57076205287713
66.60000000000049,467.5,489,77.57076205287713
66.70000000000049,470.0,489,77.57076205287713
66.80000000000048,475.0,489,77.57076205287713
66.90000000000047,475.0,489,77.57076205287713
67.00000000000047,497.5,489,77.57076205287713
67.10000000000046,495.0,489,77.57076205287713
67.20000000000046,500.0,489,77.57076205287713
67.30000000000045,507.5,489,77.57076205287713
67.40000000000045,507.5,489,77.57076205287713
67.50000000000044,492.5,489,77.57076205287713
67.60000000000043,485.0,489,77.57076205287713
67.70000000000043,472.5,489,77.57076205287713
67.80000000000042,465.0,489,77.57076205287713
67.90000000000042,472.5,489,77.57076205287713
68.00000000000041,482.5,489,77.57076205287713
68.1000000000004,490.0,489,77.57076205287713
68.2000000000004,507.5,489,77.57076205287713
68.3000000000004,515.0,489,77.57076205287713
68.40000000000039,507.5,489,77.57076205287713
68.50000000000038,510.0,489,77.57076205287713
68.60000000000038,502.5,489,77.57076205287713
68.70000000000037,480.0,489,77.57076205287713
68.80000000000037,467.5,489,77.57076205287713
68.90000000000036,460.0,489,77.57076205287713
69.00000000000036,447.5,489,77.57076205287713
69.10000000000035,462.5,489,77.57076205287713
69.20000000000034,470.0,489,77.57076205287713
69.30000000000034,482.5,489,77.57076205287713
69.40000000000033,487.5,489,77.57076205287713
69.50000000000033,490.0,489,77.57076205287713
69.60000000000032,497.5,489,77.57076205287713
69.70000000000032,502.5,489,77.57076205287713
69.80000000000031,502.5,489,77.57076205287713
69.9000000000003,525.0,489,77.57076205287713
70.0000000000003,530.0,489,77.57076205287713
70.10000000000029,517.5,489,77.57076205287713
70.20000000000029,515.0,489,77.57076205287713
70.30000000000028,495.0,489,77.57076205287713
70.40000000000028,472.5,489,77.57076205287713
70.50000000000027,452.5,489,77.57076205287713
70.60000000000026,460.0,489,77.57076205287713
70.70000000000026,460.0,489,77.57076205287713
70.80000000000025,485.0,489,77.57076205287713
70.90000000000025,485.0,489,77.57076205287713
71.00000000000024,500.0,489,77.57076205287713
71.10000000000024,487.5,489,77.57076205287713
71.20000000000023,502.5,489,77.57076205287713
71.30000000000022,492.5,489,77.57076205287713
71.40000000000022,495.0,489,77.57076205287713
71.50000000000021,487.5,489,77.57076205287713
71.60000000000021,502.5,489,77.57076205287713
71.7000000000002,490.0,489,77.57076205287713
71.8000000000002,495.0,489,77.57076205287713
71.90000000000019,495.0,489,77.57076205287713
72.00000000000018,495.0,489,77.57076205287713
72.10000000000018,490.0,489,77.57076205287713
72.20000000000017,482.5,489,77.57076205287713
72.30000000000017,472.5,489,77.57076205287713
72.40000000000016,467.5,489,77.57076205287713
72.50000000000016,472.5,489,77.57076205287713
72.60000000000015,472.5,489,77.57076205287713
72.70000000000014,485.0,489,77.57076205287713
72.80000000000014,500.0,489,77.57076205287713
72.90000000000013,512.5,489,77.57076205287713
73.00000000000013,507.5,489,77.57076205287713
73.10000000000012,505.0,489,77.57076205287713
73.20000000000012,500.0,489,77.57076205287713
73.30000000000011,490.0,489,77.57076205287713
73.4000000000001,477.5,489,77.57076205287713
73.5000000000001,485.0,489,77.57076205287713
73.6000000000001,482.5,489,77.57076205287713
73.70000000000009,480.0,489,77.57076205287713
73.80000000000008,487.5,489,77.57076205287713
73.90000000000008,495.0,489,77.57076205287713
74.00000000000007,497.5,489,77.57076205287713
74.10000000000007,500.0,489,77.57076205287713
74.20000000000006,522.5,489,77.57076205287713
74.30000000000005,512.5,489,77.57076205287713
74.40000000000005,500.0,489,77.57076205287713
74.50000000000004,480.0,489,77.57076205287713
74.60000000000004,470.0,489,77.57076205287713
74.70000000000003,440.0,489,77.57076205287713
74.80000000000003,437.5,489,77.57076205287713
74.90000000000002,460.0,489,77.57076205287713
75.00000000000001,477.5,489,77.57076205287713
