Time (s),Measured Speed (RPM),Set Point (Slider),PWM Value
44.20000000000036,565.0,545,86.45412130637636
44.30000000000036,565.0,545,86.45412130637636
44.40000000000036,562.5,545,86.45412130637636
44.50000000000036,560.0,545,86.45412130637636
44.600000000000364,552.5,545,86.45412130637636
44.700000000000365,550.0,545,86.45412130637636
44.80000000000037,545.0,545,86.45412130637636
44.90000000000037,540.0,545,86.45412130637636
45.00000000000037,542.5,545,86.45412130637636
45.10000000000037,547.5,545,86.45412130637636
45.20000000000037,555.0,545,86.45412130637636
45.300000000000374,552.5,545,86.45412130637636
45.400000000000375,562.5,545,86.45412130637636
45.50000000000038,567.5,545,86.45412130637636
45.60000000000038,565.0,545,86.45412130637636
45.70000000000038,565.0,545,86.45412130637636
45.80000000000038,567.5,545,86.45412130637636
45.90000000000038,577.5,545,86.45412130637636
46.000000000000384,580.0,545,86.45412130637636
46.100000000000385,572.5,545,86.45412130637636
46.20000000000039,562.5,545,86.45412130637636
46.30000000000039,565.0,545,86.45412130637636
46.40000000000039,562.5,545,86.45412130637636
46.50000000000039,560.0,545,86.45412130637636
46.60000000000039,560.0,545,86.45412130637636
46.700000000000394,567.5,545,86.45412130637636
46.800000000000395,565.0,545,86.45412130637636
46.9000000000004,552.5,545,86.45412130637636
47.0000000000004,550.0,545,86.45412130637636
47.1000000000004,547.5,545,86.45412130637636
47.2000000000004,542.5,545,86.45412130637636
47.3000000000004,542.5,545,86.45412130637636
47.400000000000404,540.0,545,86.45412130637636
47.500000000000405,540.0,545,86.45412130637636
47.600000000000406,550.0,545,86.45412130637636
47.70000000000041,550.0,545,86.45412130637636
47.80000000000041,552.5,545,86.45412130637636
47.90000000000041,562.5,545,86.45412130637636
48.00000000000041,562.5,545,86.45412130637636
48.10000000000041,562.5,545,86.45412130637636
48.200000000000415,565.0,545,86.45412130637636
48.300000000000416,565.0,545,86.45412130637636
48.40000000000042,557.5,545,86.45412130637636
48.50000000000042,555.0,545,86.45412130637636
48.60000000000042,555.0,545,86.45412130637636
48.70000000000042,557.5,545,86.45412130637636
48.80000000000042,557.5,545,86.45412130637636
48.900000000000425,557.5,545,86.45412130637636
49.000000000000426,547.5,545,86.45412130637636
49.10000000000043,557.5,545,86.45412130637636
49.20000000000043,560.0,545,86.45412130637636
49.30000000000043,570.0,545,86.45412130637636
49.40000000000043,580.0,545,86.45412130637636
49.50000000000043,582.5,545,86.45412130637636
49.600000000000435,585.0,545,86.45412130637636
49.700000000000436,572.5,545,86.45412130637636
49.80000000000044,572.5,545,86.45412130637636
49.90000000000044,575.0,545,86.45412130637636
50.00000000000044,577.5,545,86.45412130637636
50.10000000000044,570.0,545,86.45412130637636
50.20000000000044,577.5,545,86.45412130637636
50.300000000000445,567.5,545,86.45412130637636
50.400000000000446,555.0,545,86.45412130637636
50.50000000000045,552.5,545,86.45412130637636
50.60000000000045,552.5,545,86.45412130637636
50.70000000000045,565.0,545,86.45412130637636
50.80000000000045,562.5,545,86.45412130637636
50.90000000000045,552.5,545,86.45412130637636
51.000000000000455,560.0,545,86.45412130637636
51.100000000000456,565.0,545,86.45412130637636
51.20000000000046,562.5,545,86.45412130637636
51.30000000000046,570.0,545,86.45412130637636
51.40000000000046,580.0,545,86.45412130637636
51.50000000000046,592.5,545,86.45412130637636
51.60000000000046,582.5,545,86.45412130637636
51.700000000000465,572.5,545,86.45412130637636
51.800000000000466,582.5,545,86.45412130637636
51.90000000000047,585.0,545,86.45412130637636
52.00000000000047,577.5,545,86.45412130637636
52.10000000000047,570.0,545,86.45412130637636
52.20000000000047,560.0,545,86.45412130637636
52.30000000000047,552.5,545,86.45412130637636
52.400000000000475,542.5,545,86.45412130637636
52.500000000000476,540.0,545,86.45412130637636
52.60000000000048,540.0,545,86.45412130637636
52.70000000000048,540.0,545,86.45412130637636
52.80000000000048,527.5,545,86.45412130637636
52.90000000000048,520.0,545,86.45412130637636
53.00000000000048,525.0,535,84.86780715396579
53.100000000000485,522.5,535,84.86780715396579
53.200000000000486,537.5,525,83.2814930015552
53.30000000000049,540.0,515,81.69517884914464
53.40000000000049,545.0,495,78.52255054432348
53.50000000000049,535.0,495,78.52255054432348
53.60000000000049,522.5,495,78.52255054432348
53.70000000000049,515.0,495,78.52255054432348
53.800000000000495,502.5,495,78.52255054432348
53.900000000000496,492.5,495,78.52255054432348
54.0000000000005,477.5,495,78.52255054432348
54.1000000000005,472.5,495,78.52255054432348
